n	x	y	J	J0
1783	189.656250	37.500000	-0.163447	-0.108965
1784	190.000000	37.031250	0.178784	0.119190
1785	190.000000	36.093750	0.197209	0.131473
1786	190.000000	35.156250	0.227990	0.151994
1787	190.000000	34.218750	0.276823	0.184549
1788	190.000000	33.281250	0.347598	0.231732
1789	190.000000	32.343750	0.442257	0.294838
1790	190.000000	31.406250	0.561255	0.374170
1791	190.000000	30.468750	0.704350	0.469567
1792	190.000000	29.531250	0.871440	0.580960
1793	190.000000	28.593750	1.063208	0.708805
1794	190.000000	27.656250	1.281435	0.854290
1795	190.000000	26.718750	1.528946	1.019297
1796	190.000000	25.781250	1.809129	1.206086
1797	190.000000	24.843750	2.125047	1.416698
1798	190.000000	23.906250	2.478168	1.652112
1799	190.000000	22.968750	2.866856	1.911237
1800	190.000000	22.031250	3.284764	2.189843
1801	190.000000	21.093750	3.715828	2.477219
1802	190.000000	20.156250	4.027093	2.684729
1803	190.000000	19.218750	4.238603	2.825735
1804	190.000000	18.281250	4.615716	3.077144
1805	190.000000	17.343750	4.962168	3.308112
1806	190.000000	16.406250	5.251201	3.500801
1807	190.000000	15.468750	5.475242	3.650162
1808	190.000000	14.531250	5.631406	3.754271
1809	190.000000	13.593750	5.719645	3.813097
1810	190.000000	12.656250	5.741500	3.827667
1811	190.000000	11.718750	5.699211	3.799474
1812	190.000000	10.781250	5.595210	3.730140
1813	190.000000	9.843750	5.431968	3.621312
1814	190.000000	8.906250	5.212098	3.474732
1815	190.000000	7.968750	4.938696	3.292464
1816	190.000000	7.031250	4.615851	3.077234
1817	190.000000	6.093750	4.249339	2.832892
1818	190.000000	5.156250	3.847941	2.565294
1819	190.000000	4.218750	3.441291	2.294194
1820	190.000000	3.281250	3.227238	2.151492
1821	190.000000	2.343750	2.894583	1.929722
1822	190.000000	1.406250	2.465097	1.643398
1823	190.000000	0.468750	2.051546	1.367698
1824	190.281250	0.000000	0.070936	0.047290
1825	190.843750	0.000000	-0.080861	-0.053908
1826	191.406250	0.000000	-0.205248	-0.136832
1827	191.968750	0.000000	-0.307386	-0.204924
1828	192.531250	0.000000	-0.400493	-0.266995
1829	193.093750	0.000000	-0.500360	-0.333574
1830	193.656250	0.000000	-0.620186	-0.413457
1831	194.218750	0.000000	-0.765084	-0.510056
1832	194.500000	0.468750	-2.166391	-1.444261
1833	194.500000	1.406250	-2.564310	-1.709540
1834	194.500000	2.343750	-2.983806	-1.989204
1835	194.500000	3.281250	-3.310121	-2.206747
1836	194.500000	4.218750	-3.518296	-2.345531
1837	194.500000	5.156250	-3.916093	-2.610729
1838	194.500000	6.093750	-4.303009	-2.868673
1839	194.500000	7.031250	-4.648268	-3.098845
1840	194.500000	7.968750	-4.943627	-3.295751
1841	194.500000	8.906250	-5.185188	-3.456792
1842	194.500000	9.843750	-5.371423	-3.580949
1843	194.500000	10.781250	-5.501802	-3.667868
1844	194.500000	11.718750	-5.575764	-3.717176
1845	194.500000	12.656250	-5.592119	-3.728079
1846	194.500000	13.593750	-5.548910	-3.699274
1847	194.500000	14.531250	-5.443746	-3.629164
1848	194.500000	15.468750	-5.274572	-3.516381
1849	194.500000	16.406250	-5.040874	-3.360583
1850	194.500000	17.343750	-4.745177	-3.163451
1851	194.500000	18.281250	-4.394996	-2.929997
1852	194.500000	19.218750	-4.017270	-2.678180
1853	194.500000	20.156250	-3.808475	-2.538983
1854	194.500000	21.093750	-3.503252	-2.335501
1855	194.500000	22.031250	-3.081244	-2.054162
1856	194.500000	22.968750	-2.674861	-1.783241
1857	194.500000	23.906250	-2.299625	-1.533083
1858	194.500000	24.843750	-1.961587	-1.307724
1859	194.500000	25.781250	-1.662437	-1.108291
1860	194.500000	26.718750	-1.401058	-0.934039
1861	194.500000	27.656250	-1.174806	-0.783204
1862	194.500000	28.593750	-0.980482	-0.653655
1863	194.500000	29.531250	-0.814933	-0.543288
1864	194.500000	30.468750	-0.675332	-0.450222
1865	194.500000	31.406250	-0.559219	-0.372813
1866	194.500000	32.343750	-0.464381	-0.309588
1867	194.500000	33.281250	-0.388676	-0.259118
1868	194.500000	34.218750	-0.329846	-0.219897
1869	194.500000	35.156250	-0.285389	-0.190259
1870	194.500000	36.093750	-0.252523	-0.168348
1871	194.500000	37.031250	-0.228256	-0.152171
1872	194.843750	37.500000	0.573481	0.382321
1873	195.531250	37.500000	0.650067	0.433378
1874	196.218750	37.500000	0.715292	0.476861
1875	196.906250	37.500000	0.767947	0.511965
1876	197.593750	37.500000	0.807260	0.538173
1877	198.281250	37.500000	0.832902	0.555268
1878	198.968750	37.500000	0.844981	0.563321
1879	199.656250	37.500000	0.844008	0.562672
1880	200.000000	37.031250	0.507061	0.338041
1881	200.000000	36.093750	0.550120	0.366747
1882	200.000000	35.156250	0.598829	0.399219
1883	200.000000	34.218750	0.653830	0.435887
1884	200.000000	33.281250	0.715399	0.476933
1885	200.000000	32.343750	0.783282	0.522188
1886	200.000000	31.406250	0.856521	0.571014
1887	200.000000	30.468750	0.933239	0.622159
1888	200.000000	29.531250	1.010394	0.673596
1889	200.000000	28.593750	1.083472	0.722314
1890	200.000000	27.656250	1.146113	0.764075
1891	200.000000	26.718750	1.189651	0.793101
1892	200.000000	25.781250	1.202570	0.801713
1893	200.000000	24.843750	1.169963	0.779975
1894	200.000000	23.906250	1.073408	0.715605
1895	200.000000	22.968750	0.892490	0.594993
1896	200.000000	22.031250	0.610661	0.407107
1897	200.000000	21.093750	0.231418	0.154279
1898	200.000000	20.156250	-0.100332	-0.066888
1899	200.000000	19.218750	-0.366306	-0.244204
1900	200.000000	18.281250	-0.788000	-0.525333
1901	200.000000	17.343750	-1.145676	-0.763784
1902	200.000000	16.406250	-1.415696	-0.943798
1903	200.000000	15.468750	-1.608576	-1.072384
1904	200.000000	14.531250	-1.741567	-1.161045
1905	200.000000	13.593750	-1.830303	-1.220202
1906	200.000000	12.656250	-1.886018	-1.257345
1907	200.000000	11.718750	-1.915051	-1.276701
1908	200.000000	10.781250	-1.918975	-1.279317
1909	200.000000	9.843750	-1.894702	-1.263135
1910	200.000000	8.906250	-1.834453	-1.222969
1911	200.000000	7.968750	-1.725721	-1.150481
1912	200.000000	7.031250	-1.551916	-1.034611
1913	200.000000	6.093750	-1.295438	-0.863626
1914	200.000000	5.156250	-0.946600	-0.631067
1915	200.000000	4.218750	-0.535101	-0.356734
1916	200.000000	3.281250	-0.288257	-0.192171
1917	200.000000	2.343750	0.054803	0.036535
1918	200.000000	1.406250	0.428894	0.285930
1919	200.000000	0.468750	0.705689	0.470459
1920	200.281250	0.000000	-0.189243	-0.126162
1921	200.843750	0.000000	0.034382	0.022921
1922	201.406250	0.000000	0.214775	0.143183
1923	201.968750	0.000000	0.350838	0.233892
1924	202.531250	0.000000	0.448188	0.298792
1925	203.093750	0.000000	0.514582	0.343054
1926	203.656250	0.000000	0.557316	0.371544
1927	204.218750	0.000000	0.582317	0.388211
1928	204.500000	0.445000	0.234227	0.156152
1929	204.500000	1.335000	0.350028	0.233352
1930	204.500000	2.225000	0.428127	0.285418
1931	204.500000	3.115000	0.470196	0.313464
1932	204.500000	4.005000	0.498493	0.332329
1933	204.500000	4.895000	0.544058	0.362706
1934	204.500000	5.785000	0.626178	0.417452
1935	204.500000	6.675000	0.742862	0.495241
1936	204.500000	7.565000	0.877286	0.584857
1937	204.500000	8.455000	1.009053	0.672702
1938	204.500000	9.345000	1.121250	0.747500
1939	204.500000	10.235000	1.202440	0.801627
1940	204.500000	11.125000	1.246021	0.830681
1941	204.500000	12.015000	1.248975	0.832650
1942	204.500000	12.905000	1.210987	0.807325
1943	204.500000	13.795000	1.134278	0.756186
1944	204.500000	14.685000	1.024192	0.682795
1945	204.500000	15.575000	0.890342	0.593561
1946	204.500000	16.465000	0.747661	0.498441
1947	204.500000	17.355000	0.615775	0.410516
1948	204.500000	18.245000	0.514192	0.342795
1949	204.500000	19.135000	0.452176	0.301451
1950	204.500000	20.025000	0.418776	0.279184
1951	204.500000	20.915000	0.385214	0.256810
1952	204.500000	21.805000	0.323024	0.215349
1953	204.500000	22.695000	0.221583	0.147722
1954	204.500000	23.585000	0.089548	0.059699
1955	204.500000	24.475000	-0.055419	-0.036946
1956	204.500000	25.365000	-0.196499	-0.130999
1957	204.500000	26.255000	-0.322160	-0.214773
1958	204.500000	27.145000	-0.426486	-0.284324
1959	204.500000	28.035000	-0.507837	-0.338558
1960	204.500000	28.925000	-0.567281	-0.378188
1961	204.500000	29.815000	-0.607340	-0.404893
1962	204.500000	30.705000	-0.631128	-0.420752
1963	204.500000	31.595000	-0.641821	-0.427881
1964	204.500000	32.485000	-0.642358	-0.428239
1965	204.500000	33.375000	-0.635286	-0.423524
1966	204.500000	34.265000	-0.622716	-0.415144
1967	204.500000	35.155000	-0.606319	-0.404213
1968	204.500000	36.045000	-0.587369	-0.391579
1969	204.500000	36.935000	-0.566789	-0.377859
1970	204.500000	37.825000	-0.545217	-0.363478
1971	204.500000	38.715000	-0.523064	-0.348709
1972	204.500000	39.605000	-0.500568	-0.333712
1973	204.500000	40.495000	-0.477851	-0.318567
1974	204.500000	41.385000	-0.454957	-0.303305
1975	204.500000	42.275000	-0.431895	-0.287930
1976	204.500000	43.165000	-0.408660	-0.272440
1977	204.500000	44.055000	-0.385255	-0.256837
1978	203.769643	44.500000	-0.560927	-0.373951
1979	202.308929	44.500000	-0.586824	-0.391216
1980	200.848214	44.500000	-0.591071	-0.394047
1981	199.387500	44.500000	-0.570238	-0.380159
1982	197.926786	44.500000	-0.522455	-0.348303
1983	196.466071	44.500000	-0.447780	-0.298520
1984	195.005357	44.500000	-0.348269	-0.232180
1985	193.544643	44.500000	-0.227634	-0.151756
1986	192.083929	44.500000	-0.090427	-0.060285
1987	190.623214	44.500000	0.059222	0.039482
1988	189.162500	44.500000	0.219293	0.146195
1989	187.701786	44.500000	0.391809	0.261206
1990	186.241071	44.500000	0.584583	0.389722
1991	184.780357	44.500000	0.811361	0.540908
1992	183.319643	44.500000	1.086876	0.724584
1993	181.858929	44.500000	1.411262	0.940841
1994	180.398214	44.500000	1.743573	1.162382
1995	178.937500	44.500000	1.985610	1.323740
1996	177.476786	44.500000	2.012498	1.341665
1997	176.016071	44.500000	1.745678	1.163786
1998	174.555357	44.500000	1.202467	0.801644
1999	173.094643	44.500000	0.474077	0.316052
2000	171.633929	44.500000	-0.333042	-0.222028
2001	170.173214	44.500000	-1.121166	-0.747444
2002	168.712500	44.500000	-1.788738	-1.192492
2003	167.251786	44.500000	-2.246498	-1.497666
2004	165.791071	44.500000	-2.475145	-1.650097
2005	164.330357	44.500000	-2.555832	-1.703888
2006	162.869643	44.500000	-2.622538	-1.748359
2007	161.408929	44.500000	-2.768058	-1.845372
2008	159.948214	44.500000	-2.977972	-1.985315
2009	158.487500	44.500000	-3.136894	-2.091263
2010	157.026786	44.500000	-3.103375	-2.068917
2011	155.566071	44.500000	-2.801819	-1.867879
2012	154.105357	44.500000	-2.258038	-1.505359
2013	152.644643	44.500000	-1.558914	-1.039276
2014	151.183929	44.500000	-0.796434	-0.530956
2015	149.723214	44.500000	-0.057303	-0.038202
2016	148.262500	44.500000	0.568822	0.379215
2017	146.801786	44.500000	1.023981	0.682654
2018	145.341071	44.500000	1.341212	0.894141
2019	143.880357	44.500000	1.650565	1.100377
2020	142.419643	44.500000	2.099540	1.399693
2021	140.958929	44.500000	2.737114	1.824743
2022	139.498214	44.500000	3.443758	2.295838
2023	138.037500	44.500000	3.971611	2.647741
2024	136.576786	44.500000	4.095454	2.730303
2025	135.116071	44.500000	3.762121	2.508081
2026	133.655357	44.500000	3.103964	2.069309
2027	132.194643	44.500000	2.320159	1.546773
2028	130.733929	44.500000	1.565817	1.043878
2029	129.273214	44.500000	0.940370	0.626913
2030	127.812500	44.500000	0.510019	0.340013
2031	126.351786	44.500000	0.282819	0.188546
2032	124.891071	44.500000	0.169268	0.112845
2033	123.430357	44.500000	0.005552	0.003701
2034	121.969643	44.500000	-0.349415	-0.232943
2035	120.508929	44.500000	-0.906990	-0.604660
2036	119.048214	44.500000	-1.511558	-1.007706
2037	117.587500	44.500000	-1.923856	-1.282571
2038	116.126786	44.500000	-1.991453	-1.327635
2039	114.666071	44.500000	-1.766564	-1.177710
2040	113.205357	44.500000	-1.459144	-0.972763
2041	111.744643	44.500000	-1.270996	-0.847331
2042	110.283929	44.500000	-1.260841	-0.840561
2043	108.823214	44.500000	-1.329370	-0.886247
2044	107.362500	44.500000	-1.303398	-0.868932
2045	105.901786	44.500000	-1.048184	-0.698790
2046	104.441071	44.500000	-0.529053	-0.352702
2047	102.980357	44.500000	0.206415	0.137610
2048	101.519643	44.500000	1.070417	0.713612
2049	100.058929	44.500000	1.931082	1.287388
2050	98.598214	44.500000	2.594687	1.729791
2051	97.137500	44.500000	2.872316	1.914877
2052	95.676786	44.500000	2.714932	1.809955
2053	94.216071	44.500000	2.272658	1.515105
2054	92.755357	44.500000	1.797336	1.198224
2055	91.294643	44.500000	1.472880	0.981920
2056	89.833929	44.500000	1.317480	0.878320
2057	88.373214	44.500000	1.208454	0.805636
2058	86.912500	44.500000	0.986947	0.657965
2059	85.451786	44.500000	0.564171	0.376114
2060	83.991071	44.500000	-0.043571	-0.029047
2061	82.530357	44.500000	-0.758358	-0.505572
2062	81.069643	44.500000	-1.494612	-0.996408
2063	79.608929	44.500000	-2.165776	-1.443851
2064	78.148214	44.500000	-2.677142	-1.784761
2065	76.687500	44.500000	-2.963584	-1.975723
2066	75.226786	44.500000	-3.047411	-2.031607
2067	73.766071	44.500000	-3.041090	-2.027393
2068	72.305357	44.500000	-3.074246	-2.049498
2069	70.844643	44.500000	-3.202423	-2.134949
2070	69.383929	44.500000	-3.366703	-2.244468
2071	67.923214	44.500000	-3.429559	-2.286373
2072	66.462500	44.500000	-3.265088	-2.176725
2073	65.001786	44.500000	-2.836642	-1.891095
2074	63.541071	44.500000	-2.200493	-1.466995
2075	62.080357	44.500000	-1.449592	-0.966395
2076	60.619643	44.500000	-0.671901	-0.447934
2077	59.158929	44.500000	0.044801	0.029867
2078	57.698214	44.500000	0.616678	0.411119
2079	56.237500	44.500000	1.015662	0.677108
2080	54.776786	44.500000	1.316976	0.877984
2081	53.316071	44.500000	1.671101	1.114067
2082	51.855357	44.500000	2.200987	1.467325
2083	50.394643	44.500000	2.894365	1.929576
2084	48.933929	44.500000	3.570749	2.380499
2085	47.473214	44.500000	3.970250	2.646833
2086	46.012500	44.500000	3.922434	2.614956
2087	44.551786	44.500000	3.454178	2.302785
2088	43.091071	44.500000	2.741642	1.827762
2089	41.630357	44.500000	1.975667	1.317112
2090	40.169643	44.500000	1.287444	0.858296
2091	38.708929	44.500000	0.763445	0.508963
2092	37.248214	44.500000	0.453548	0.302365
2093	35.787500	44.500000	0.331020	0.220680
2094	34.326786	44.500000	0.270121	0.180080
2095	32.866071	44.500000	0.101470	0.067647
2096	31.405357	44.500000	-0.277364	-0.184909
2097	29.944643	44.500000	-0.813358	-0.542239
2098	28.483929	44.500000	-1.304360	-0.869573
2099	27.023214	44.500000	-1.526980	-1.017987
2100	25.562500	44.500000	-1.405957	-0.937304
2101	24.101786	44.500000	-1.074007	-0.716005
2102	22.641071	44.500000	-0.764169	-0.509446
2103	21.180357	44.500000	-0.637559	-0.425039
2104	19.719643	44.500000	-0.690653	-0.460435
2105	18.258929	44.500000	-0.784512	-0.523008
2106	16.798214	44.500000	-0.749118	-0.499412
2107	15.337500	44.500000	-0.484091	-0.322728
2108	13.876786	44.500000	0.011466	0.007644
2109	12.416071	44.500000	0.675541	0.450361
2110	10.955357	44.500000	1.411023	0.940682
2111	9.494643	44.500000	2.064064	1.376043
2112	8.033929	44.500000	2.427874	1.618583
2113	6.573214	44.500000	2.345841	1.563894
2114	5.112500	44.500000	1.834843	1.223229
2115	3.651786	44.500000	1.087773	0.725182
2116	2.191071	44.500000	0.343536	0.229024
2117	0.730357	44.500000	-0.244087	-0.162724
2118	0.000000	44.055000	0.505577	0.337052
2119	0.000000	43.165000	0.250333	0.166889
2120	0.000000	42.275000	-0.043071	-0.028714
2121	0.000000	41.385000	-0.359910	-0.239940
2122	0.000000	40.495000	-0.674407	-0.449605
2123	0.000000	39.605000	-0.951128	-0.634085
2124	0.000000	38.715000	-1.155026	-0.770017
2125	0.000000	37.825000	-1.272023	-0.848015
2126	0.000000	36.935000	-1.328303	-0.885536
2127	0.000000	36.045000	-1.383846	-0.922564
2128	0.000000	35.155000	-1.495128	-0.996752
2129	0.000000	34.265000	-1.680926	-1.120617
2130	0.000000	33.375000	-1.920855	-1.280570
2131	0.000000	32.485000	-2.176284	-1.450856
2132	0.000000	31.595000	-2.409683	-1.606456
2133	0.000000	30.705000	-2.593203	-1.728802
2134	0.000000	29.815000	-2.709424	-1.806282
2135	0.000000	28.925000	-2.749180	-1.832787
2136	0.000000	28.035000	-2.709364	-1.806243
2137	0.000000	27.145000	-2.591872	-1.727915
2138	0.000000	26.255000	-2.404034	-1.602690
2139	0.000000	25.365000	-2.160386	-1.440257
2140	0.000000	24.475000	-1.885037	-1.256691
2141	0.000000	23.585000	-1.612530	-1.075020
2142	0.000000	22.695000	-1.382945	-0.921963
2143	0.000000	21.805000	-1.226625	-0.817750
2144	0.000000	20.915000	-1.141587	-0.761058
2145	0.000000	20.025000	-1.083238	-0.722159
2146	0.000000	19.135000	-0.987079	-0.658053
2147	0.000000	18.245000	-0.810086	-0.540057
2148	0.000000	17.355000	-0.551129	-0.367419
2149	0.000000	16.465000	-0.239035	-0.159357
2150	0.000000	15.575000	0.089890	0.059927
2151	0.000000	14.685000	0.406292	0.270862
2152	0.000000	13.795000	0.691916	0.461277
2153	0.000000	12.905000	0.938189	0.625459
2154	0.000000	12.015000	1.143227	0.762151
2155	0.000000	11.125000	1.309095	0.872730
2156	0.000000	10.235000	1.439820	0.959880
2157	0.000000	9.345000	1.540120	1.026747
2158	0.000000	8.455000	1.614666	1.076444
2159	0.000000	7.565000	1.667685	1.111790
2160	0.000000	6.675000	1.702796	1.135197
2161	0.000000	5.785000	1.722960	1.148640
2162	0.000000	4.895000	1.730521	1.153680
2163	0.000000	4.005000	1.727271	1.151514
2164	0.000000	3.115000	1.714549	1.143033
2165	0.000000	2.225000	1.693330	1.128887
2166	0.000000	1.335000	1.664325	1.109550
2167	0.000000	0.445000	1.628063	1.085375
